TipusCasData,MunicipiDescripcio,SexeDescripcio,TipusCasDescripcio,NumCasos
29/07/2021,BARCELONA,Dona,Positiu TAR,256
29/07/2021,BARCELONA,Dona,Positiu per ELISA,2
29/07/2021,BARCELONA,Dona,Positiu per Test Ràpid,2
29/07/2021,BARCELONA,Home,PCR probable,1
29/07/2021,BARCELONA,Home,Positiu PCR,151
29/07/2021,BARCELONA,Home,Positiu TAR,242
29/07/2021,BARCELONA,Home,Positiu per ELISA,2
29/07/2021,BARCELONA,Home,Positiu per Test Ràpid,1
29/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
29/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,39
29/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,49
29/07/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,2
29/07/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,32
29/07/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,49
29/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,6
29/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,9
29/07/2021,SANT ADRIÀ DE BESÒS,Home,PCR probable,1
29/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
29/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,4
29/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,15
29/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,28
29/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,11
29/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,27
29/08/2020,BADALONA,Dona,Epidemiològic,1
29/08/2020,BADALONA,Dona,Positiu PCR,7
29/08/2020,BADALONA,Dona,Positiu per ELISA,7
29/08/2020,BADALONA,Home,Positiu PCR,19
29/08/2020,BADALONA,Home,Positiu per ELISA,4
29/08/2020,BARCELONA,Dona,PCR probable,2
29/08/2020,BARCELONA,Dona,Positiu PCR,44
29/08/2020,BARCELONA,Dona,Positiu per ELISA,21
29/08/2020,BARCELONA,Home,PCR probable,2
29/08/2020,BARCELONA,Home,Positiu PCR,67
29/08/2020,BARCELONA,Home,Positiu per ELISA,20
29/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
29/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,6
29/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,2
29/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,1
29/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,3
29/08/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,5
29/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
29/08/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,7
29/08/2021,BADALONA,Dona,Positiu PCR,4
29/08/2021,BADALONA,Home,Positiu PCR,2
29/08/2021,BADALONA,Home,Positiu TAR,2
29/08/2021,BARCELONA,Dona,Positiu PCR,15
29/08/2021,BARCELONA,Dona,Positiu TAR,18
29/08/2021,BARCELONA,Home,PCR probable,1
29/08/2021,BARCELONA,Home,Positiu PCR,11
29/08/2021,BARCELONA,Home,Positiu TAR,11
29/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,1
29/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,6
29/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
29/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,2
29/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
29/08/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,4
29/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,3
29/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,1
29/09/2020,BADALONA,Dona,Positiu PCR,28
29/09/2020,BADALONA,Dona,Positiu per ELISA,5
29/09/2020,BADALONA,Home,Positiu PCR,29
29/09/2020,BADALONA,Home,Positiu TAR,2
29/09/2020,BADALONA,Home,Positiu per ELISA,4
29/09/2020,BARCELONA,Dona,PCR probable,4
29/09/2020,BARCELONA,Dona,Positiu PCR,160
29/09/2020,BARCELONA,Dona,Positiu per ELISA,23
29/09/2020,BARCELONA,Dona,Positiu per Test Ràpid,8
29/09/2020,BARCELONA,Home,PCR probable,3
29/09/2020,BARCELONA,Home,Positiu PCR,137
29/09/2020,BARCELONA,Home,Positiu per ELISA,26
29/09/2020,BARCELONA,Home,Positiu per Test Ràpid,5
29/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,8
29/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,44
29/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,4
29/09/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,38
29/09/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,2
29/09/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
29/09/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,6
29/09/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
29/09/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,8
29/09/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,2
29/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,13
29/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
29/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,19
29/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,2
29/09/2021,BADALONA,Dona,Positiu PCR,5
29/09/2021,BADALONA,Dona,Positiu TAR,1
29/09/2021,BADALONA,Home,Positiu TAR,1
29/09/2021,BADALONA,Home,Positiu per ELISA,1
29/09/2021,BARCELONA,Dona,PCR probable,1
29/09/2021,BARCELONA,Dona,Positiu PCR,22
29/09/2021,BARCELONA,Dona,Positiu TAR,13
29/09/2021,BARCELONA,Dona,Positiu per ELISA,2
29/09/2021,BARCELONA,Home,Positiu PCR,16
29/09/2021,BARCELONA,Home,Positiu TAR,11
29/09/2021,BARCELONA,Home,Positiu per ELISA,5
29/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
29/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,2
29/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,3
29/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,3
29/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
29/09/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
29/09/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,3
29/09/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,2
29/09/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,2
29/10/2020,BADALONA,Dona,Positiu PCR,55
29/10/2020,BADALONA,Dona,Positiu TAR,22
29/10/2020,BADALONA,Dona,Positiu per ELISA,8
29/10/2020,BADALONA,Dona,Positiu per Test Ràpid,1
29/10/2020,BADALONA,Home,PCR probable,1
29/10/2020,BADALONA,Home,Positiu PCR,35
29/10/2020,BADALONA,Home,Positiu TAR,12
29/10/2020,BADALONA,Home,Positiu per ELISA,16
29/10/2020,BARCELONA,Dona,PCR probable,2
29/10/2020,BARCELONA,Dona,Positiu PCR,290
29/10/2020,BARCELONA,Dona,Positiu TAR,225
29/10/2020,BARCELONA,Dona,Positiu per ELISA,70
29/10/2020,BARCELONA,Dona,Positiu per Test Ràpid,2
29/10/2020,BARCELONA,Home,Epidemiològic,2
29/10/2020,BARCELONA,Home,PCR probable,7
29/10/2020,BARCELONA,Home,Positiu PCR,230
29/10/2020,BARCELONA,Home,Positiu TAR,198
29/10/2020,BARCELONA,Home,Positiu per ELISA,52
29/10/2020,BARCELONA,Home,Positiu per Test Ràpid,3
29/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,4
29/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,103
29/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,15
29/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,5
29/10/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,5
29/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,69
29/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,16
29/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,2
29/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per Test Ràpid,2
29/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,9
29/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,6
29/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,3
29/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,11
29/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,4
29/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,3
29/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,28
29/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,5
29/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,3
29/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,31
29/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,10
29/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,3
29/10/2021,BADALONA,Dona,Positiu PCR,1
29/10/2021,BADALONA,Dona,Positiu TAR,2
29/10/2021,BADALONA,Home,Positiu PCR,2
29/10/2021,BADALONA,Home,Positiu TAR,2
29/10/2021,BARCELONA,Dona,Positiu PCR,14
29/10/2021,BARCELONA,Dona,Positiu TAR,16
29/10/2021,BARCELONA,Dona,Positiu per ELISA,1
29/10/2021,BARCELONA,Home,Positiu PCR,17
29/10/2021,BARCELONA,Home,Positiu TAR,13
29/10/2021,BARCELONA,Home,Positiu per ELISA,1
29/10/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,1
29/10/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
29/10/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
29/10/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
29/10/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,2
29/10/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
29/10/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,2
29/11/2020,BADALONA,Dona,Positiu PCR,10
29/11/2020,BADALONA,Dona,Positiu TAR,5
29/11/2020,BADALONA,Home,Positiu PCR,4
29/11/2020,BADALONA,Home,Positiu TAR,7
29/11/2020,BADALONA,Home,Positiu per ELISA,1
29/11/2020,BARCELONA,Dona,PCR probable,1
29/11/2020,BARCELONA,Dona,Positiu PCR,16
29/11/2020,BARCELONA,Dona,Positiu TAR,15
29/11/2020,BARCELONA,Dona,Positiu per ELISA,8
29/11/2020,BARCELONA,Home,Positiu PCR,10
29/11/2020,BARCELONA,Home,Positiu TAR,21
29/11/2020,BARCELONA,Home,Positiu per ELISA,6
29/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,4
29/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,1
29/11/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
29/11/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
29/11/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
29/11/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
29/11/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,3
29/11/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,1
29/11/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
29/11/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,3
29/11/2021,BADALONA,Dona,Positiu PCR,29
29/11/2021,BADALONA,Dona,Positiu TAR,27
29/11/2021,BADALONA,Dona,Positiu per ELISA,1
29/11/2021,BADALONA,Home,Positiu PCR,24
29/11/2021,BADALONA,Home,Positiu TAR,17
29/11/2021,BARCELONA,Dona,PCR probable,1
29/11/2021,BARCELONA,Dona,Positiu PCR,137
29/11/2021,BARCELONA,Dona,Positiu TAR,160
29/11/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
29/11/2021,BARCELONA,Home,Positiu PCR,107
29/11/2021,BARCELONA,Home,Positiu TAR,143
29/11/2021,BARCELONA,Home,Positiu per ELISA,1
29/11/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,14
29/11/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,10
29/11/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
29/11/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,16
29/11/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,15
29/11/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per Test Ràpid,1
29/11/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
29/11/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
29/11/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
29/11/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
29/11/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,6
29/11/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,12
29/11/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,5
29/11/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,7
29/12/2020,BADALONA,Dona,Positiu PCR,13
29/12/2020,BADALONA,Dona,Positiu TAR,37
29/12/2020,BADALONA,Dona,Positiu per ELISA,5
29/12/2020,BADALONA,Home,PCR probable,2
29/12/2020,BADALONA,Home,Positiu PCR,11
29/12/2020,BADALONA,Home,Positiu TAR,24
29/12/2020,BADALONA,Home,Positiu per ELISA,1
29/12/2020,BARCELONA,Dona,PCR probable,12
29/12/2020,BARCELONA,Dona,Positiu PCR,151
29/12/2020,BARCELONA,Dona,Positiu TAR,286
29/12/2020,BARCELONA,Dona,Positiu per ELISA,54
29/12/2020,BARCELONA,Dona,Positiu per Test Ràpid,2
29/12/2020,BARCELONA,Home,PCR probable,13
29/12/2020,BARCELONA,Home,Positiu PCR,143
29/12/2020,BARCELONA,Home,Positiu TAR,272
29/12/2020,BARCELONA,Home,Positiu per ELISA,45
29/12/2020,BARCELONA,Home,Positiu per Test Ràpid,1
29/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,4
29/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,41
29/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,46
29/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
29/12/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
29/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,24
29/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,40
29/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,4
29/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
29/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,7
29/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,3
29/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
29/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,5
29/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
29/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,17
29/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
29/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,12
29/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,27
29/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
29/12/2021,BADALONA,Dona,Positiu PCR,84
29/12/2021,BADALONA,Dona,Positiu TAR,313
29/12/2021,BADALONA,Home,PCR probable,1
29/12/2021,BADALONA,Home,Positiu PCR,77
29/12/2021,BADALONA,Home,Positiu TAR,316
29/12/2021,BARCELONA,Dona,Positiu PCR,746
29/12/2021,BARCELONA,Dona,Positiu TAR,2267
29/12/2021,BARCELONA,Dona,Positiu per ELISA,1
29/12/2021,BARCELONA,Home,PCR probable,2
29/12/2021,BARCELONA,Home,Positiu PCR,615
29/12/2021,BARCELONA,Home,Positiu TAR,1808
29/12/2021,BARCELONA,Home,Positiu per ELISA,2
29/12/2021,BARCELONA,Home,Positiu per Test Ràpid,1
29/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,62
29/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,377
29/12/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
29/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,57
29/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,326
29/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,18
29/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,78
29/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,9
29/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,57
29/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,24
29/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,207
29/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,16
29/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,145
30/01/2021,BADALONA,Dona,Positiu PCR,22
30/01/2021,BADALONA,Dona,Positiu TAR,18
30/01/2021,BADALONA,Dona,Positiu per ELISA,3
30/01/2021,BADALONA,Home,PCR probable,1
30/01/2021,BADALONA,Home,Positiu PCR,18
30/01/2021,BADALONA,Home,Positiu TAR,10
30/01/2021,BADALONA,Home,Positiu per ELISA,2
30/01/2021,BARCELONA,Dona,PCR probable,3
30/01/2021,BARCELONA,Dona,Positiu PCR,57
30/01/2021,BARCELONA,Dona,Positiu TAR,69
30/01/2021,BARCELONA,Dona,Positiu per ELISA,4
30/01/2021,BARCELONA,Home,PCR probable,3
30/01/2021,BARCELONA,Home,Positiu PCR,67
30/01/2021,BARCELONA,Home,Positiu TAR,59
30/01/2021,BARCELONA,Home,Positiu per ELISA,12
30/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
30/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,4
30/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,7
30/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
30/01/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,2
30/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,5
30/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,16
30/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
30/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
30/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,5
30/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
30/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
30/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,4
30/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,8
30/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
30/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,5
30/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,4
30/01/2022,BADALONA,Dona,Positiu PCR,4
30/01/2022,BADALONA,Dona,Positiu TAR,168
30/01/2022,BADALONA,Home,Positiu PCR,6
30/01/2022,BADALONA,Home,Positiu TAR,152
30/01/2022,BARCELONA,Dona,Positiu PCR,69
30/01/2022,BARCELONA,Dona,Positiu TAR,1098
30/01/2022,BARCELONA,Home,Positiu PCR,43
30/01/2022,BARCELONA,Home,Positiu TAR,937
30/01/2022,BARCELONA,Home,Positiu per ELISA,1
30/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
30/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,15
30/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,133
30/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,10
30/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,112
30/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
30/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,21
30/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
30/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,17
30/01/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,74
30/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
30/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,52
30/03/2020,BADALONA,Dona,Epidemiològic,2
30/03/2020,BADALONA,Dona,Positiu PCR,40
30/03/2020,BADALONA,Dona,Positiu TAR,1
30/03/2020,BADALONA,Dona,Positiu per ELISA,2
30/03/2020,BADALONA,Home,Positiu PCR,39
30/03/2020,BARCELONA,Dona,PCR probable,7
30/03/2020,BARCELONA,Dona,Positiu PCR,212
30/03/2020,BARCELONA,Dona,Positiu per ELISA,22
30/03/2020,BARCELONA,Home,Epidemiològic,2
30/03/2020,BARCELONA,Home,PCR probable,8
30/03/2020,BARCELONA,Home,Positiu PCR,208
30/03/2020,BARCELONA,Home,Positiu TAR,2
30/03/2020,BARCELONA,Home,Positiu per ELISA,11
30/03/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,3
30/03/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,61
30/03/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,1
30/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Epidemiològic,1
30/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,49
30/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
30/03/2020,SANT ADRIÀ DE BESÒS,Dona,Epidemiològic,1
30/03/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,6
30/03/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,8
30/03/2020,SANTA COLOMA DE GRAMENET,Dona,Epidemiològic,1
30/03/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,30
30/03/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,4
30/03/2020,SANTA COLOMA DE GRAMENET,Home,Epidemiològic,1
30/03/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,25
30/03/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
30/03/2021,BADALONA,Dona,Positiu PCR,19
30/03/2021,BADALONA,Dona,Positiu TAR,10
30/03/2021,BADALONA,Dona,Positiu per ELISA,1
30/03/2021,BADALONA,Home,Positiu PCR,25
30/03/2021,BADALONA,Home,Positiu TAR,7
30/03/2021,BADALONA,Home,Positiu per ELISA,7
30/03/2021,BARCELONA,Dona,Positiu PCR,132
30/03/2021,BARCELONA,Dona,Positiu TAR,88
30/03/2021,BARCELONA,Dona,Positiu per ELISA,24
30/03/2021,BARCELONA,Home,Positiu PCR,120
30/03/2021,BARCELONA,Home,Positiu TAR,65
30/03/2021,BARCELONA,Home,Positiu per ELISA,21
30/03/2021,BARCELONA,Home,Positiu per Test Ràpid,1
30/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,32
30/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,13
30/03/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
30/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,33
30/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,11
30/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,2
30/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
30/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
30/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
30/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
30/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
30/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
30/03/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
30/03/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,7
30/03/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,8
30/03/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,6
30/03/2022,BADALONA,Dona,Positiu PCR,7
30/03/2022,BADALONA,Dona,Positiu TAR,9
30/03/2022,BADALONA,Dona,Positiu per ELISA,2
30/03/2022,BADALONA,Home,PCR probable,1
30/03/2022,BADALONA,Home,Positiu PCR,6
30/03/2022,BADALONA,Home,Positiu TAR,6
30/03/2022,BARCELONA,Dona,Positiu PCR,53
30/03/2022,BARCELONA,Dona,Positiu TAR,160
30/03/2022,BARCELONA,Home,Positiu PCR,28
30/03/2022,BARCELONA,Home,Positiu TAR,107
30/03/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,6
30/03/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,11
30/03/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
30/03/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,4
30/03/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
30/03/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
30/03/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
30/03/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
30/04/2020,BADALONA,Dona,Epidemiològic,1
30/04/2020,BADALONA,Dona,Positiu PCR,3
30/04/2020,BADALONA,Dona,Positiu per ELISA,5
30/04/2020,BADALONA,Home,Positiu PCR,1
30/04/2020,BADALONA,Home,Positiu per ELISA,7
30/04/2020,BARCELONA,Dona,Epidemiològic,11
30/04/2020,BARCELONA,Dona,PCR probable,3
30/04/2020,BARCELONA,Dona,Positiu PCR,70
30/04/2020,BARCELONA,Dona,Positiu TAR,1
30/04/2020,BARCELONA,Dona,Positiu per ELISA,38
30/04/2020,BARCELONA,Dona,Positiu per Test Ràpid,13
30/04/2020,BARCELONA,Home,Epidemiològic,8
30/04/2020,BARCELONA,Home,PCR probable,2
30/04/2020,BARCELONA,Home,Positiu PCR,22
30/04/2020,BARCELONA,Home,Positiu per ELISA,23
